brand,fuelType,gearbox,yearOfRegistration,kilometer,price
opel,benzin,manuell,1993,152098,3596.6657573399116
vw,benzin,manuell,2004,161598,7586.689730818733
vw,benzin,manuell,1990,150633,2826.385768420404
mercedes_benz,diesel,automatik,2009,90485,15284.600233382356
mercedes_benz,benzin,manuell,1991,291410,5495.777072676006
vw,diesel,manuell,1995,287166,4228.47122622976
mercedes_benz,benzin,manuell,1994,117316,8883.980442002285
ford,benzin,manuell,2012,242561,8658.125308826518
opel,benzin,manuell,1991,122269,1584.256035033255
mercedes_benz,benzin,automatik,2001,239469,6896.441752451292
vw,diesel,manuell,2005,177502,8142.47890960131
mercedes_benz,benzin,manuell,2003,143700,8937.20393626016
vw,diesel,manuell,2008,42775,10447.694462866002
audi,diesel,manuell,2011,198104,8529.656388694139
audi,benzin,manuell,2000,99720,6985.806180298789
audi,benzin,manuell,2012,68973,12835.7516639861
mercedes_benz,benzin,manuell,1998,61996,10055.940449771673
opel,benzin,manuell,2016,294653,6517.359335804136
bmw,diesel,automatik,2003,35468,13509.02781902484
audi,benzin,manuell,2009,240565,8237.949538637436
vw,diesel,manuell,2013,260512,10825.620381060773
opel,diesel,manuell,2011,14160,12574.361353962744
mercedes_benz,benzin,manuell,2012,178852,13067.456322102573
ford,diesel,automatik,2004,175334,8698.140643442039
ford,benzin,manuell,1991,110808,1980.733441133917
audi,diesel,manuell,2003,201680,8730.412736394237
bmw,benzin,manuell,1994,125557,5335.423851006975
vw,diesel,automatik,2014,134709,12543.638742674619
ford,diesel,manuell,1996,132298,5036.3437741539665
opel,diesel,manuell,1996,241198,4348.984550227213
opel,benzin,manuell,1996,191779,1750.8884938006981
bmw,diesel,manuell,2007,116818,12285.692737919155
bmw,benzin,automatik,2005,278396,8990.70337384479
opel,diesel,manuell,2015,241607,10829.253353963493
audi,benzin,manuell,2001,280169,4550.368363173667
ford,benzin,manuell,1997,220497,3716.686458310762
vw,benzin,automatik,1991,120490,5366.420459367361
opel,benzin,manuell,1990,233017,3460.349419314152
opel,benzin,manuell,2000,102132,4535.364908874794
audi,diesel,automatik,2014,84923,13834.886182393428
bmw,benzin,manuell,2004,138058,14145.533739104121
bmw,diesel,automatik,2014,290944,11171.474074066036
bmw,benzin,automatik,1992,172540,3512.709285145089
bmw,diesel,manuell,1992,118189,6862.394784977751
vw,diesel,manuell,2012,141236,7121.970167803457
audi,benzin,manuell,1992,90908,7143.22106868423
opel,diesel,automatik,1991,199332,5028.037140417328
mercedes_benz,diesel,automatik,2000,108375,10165.006435746871
mercedes_benz,diesel,automatik,2014,168547,13822.97411662274
bmw,benzin,manuell,2008,114096,13003.56123305337
bmw,benzin,manuell,1992,99611,4482.456802730894
mercedes_benz,diesel,manuell,2012,291219,8793.26318170068
bmw,benzin,manuell,2012,106990,12618.02722742654
opel,diesel,manuell,2011,25803,11455.437743799774
audi,benzin,automatik,2014,116684,13125.519653789617
audi,diesel,manuell,1996,161982,5664.734520890218
opel,benzin,manuell,2016,32918,13263.11022888226
mercedes_benz,benzin,manuell,1998,95176,9272.630372230016
audi,diesel,manuell,2011,53988,15044.02574134955
vw,diesel,automatik,2005,152691,9946.77925072044
audi,diesel,manuell,2011,218318,11243.675108744035
vw,diesel,manuell,2006,290701,4316.518968204829
opel,benzin,manuell,2007,119783,9243.227327467308
vw,benzin,manuell,2006,259661,5610.480397293337
vw,benzin,manuell,2011,68288,11184.342538525572
bmw,benzin,automatik,2009,235246,11767.476564586213
opel,benzin,automatik,1993,170988,2901.086665224657
bmw,diesel,manuell,2012,228661,13553.5564926885
ford,benzin,manuell,2004,227884,7809.0329490596405
bmw,benzin,manuell,1998,162067,8787.836656046558
ford,benzin,manuell,2003,80939,6810.288783848868
vw,benzin,manuell,2016,160224,7816.080131559603
ford,benzin,automatik,2013,248903,10240.192371389912
audi,diesel,manuell,2012,291344,9940.197591996619
bmw,benzin,automatik,2002,278613,6109.943793767807
opel,diesel,manuell,2011,58532,13689.703515633404
mercedes_benz,diesel,manuell,2000,181231,8083.041678683287
mercedes_benz,diesel,manuell,2008,35855,14046.667112653586
ford,diesel,manuell,2007,202339,8840.55554647549
bmw,benzin,manuell,1996,297739,2674.815752577684
mercedes_benz,benzin,automatik,1997,20509,11225.598635589398
mercedes_benz,benzin,manuell,1991,198688,6959.945775870042
vw,diesel,manuell,1993,283928,3038.1061154316953
mercedes_benz,diesel,manuell,2001,254919,10072.759505235521
vw,benzin,manuell,2002,120782,9384.763537008997
opel,benzin,manuell,1994,35656,6298.4875016324295
audi,diesel,manuell,2001,277550,3243.8879354639175
ford,diesel,manuell,2006,276790,4605.54155717704
ford,benzin,manuell,1996,175798,5429.041168576734
audi,diesel,automatik,1999,293773,4199.162869572068
bmw,diesel,automatik,1999,6362,12282.721117119576
opel,diesel,manuell,2003,186900,7469.720920533548
ford,benzin,manuell,1999,16369,10576.976043642264
audi,benzin,manuell,2009,281029,7216.890455318379
bmw,diesel,manuell,1998,205723,6820.308436375306
bmw,benzin,manuell,2001,274461,6232.111350256749
bmw,benzin,manuell,2000,170987,8606.629454715154
audi,benzin,manuell,1994,29562,8377.38975890586
opel,benzin,manuell,2008,12827,12517.362523328715
opel,diesel,manuell,1996,103994,5321.404250457292
ford,benzin,automatik,1998,224320,4793.841400068565
mercedes_benz,diesel,manuell,2011,49554,15976.739065370528
vw,benzin,manuell,2015,256382,8272.010785141216
vw,benzin,manuell,2008,75647,11646.62490483995
audi,benzin,automatik,2014,151443,13094.577811863524
vw,diesel,automatik,2013,64908,14985.10856972841
audi,benzin,manuell,2002,142398,9043.196162073249
audi,benzin,manuell,2010,138391,11796.786857230842
ford,diesel,manuell,1998,6614,8319.132364725969
opel,benzin,manuell,2002,172504,5003.762442213165
audi,benzin,manuell,2004,237061,9295.374719893165
bmw,benzin,manuell,2015,281201,11329.245666780498
bmw,diesel,manuell,2012,102561,12514.332250666397
ford,benzin,automatik,2003,264772,5575.855136982247
vw,benzin,manuell,2007,264235,2754.6359196968606
bmw,benzin,manuell,1995,296572,3207.6497544508748
bmw,benzin,manuell,2011,115052,13940.501514929858
audi,benzin,manuell,2004,256012,6892.041616933261
bmw,benzin,manuell,2004,171697,9442.929004499047
audi,benzin,automatik,2010,22189,9731.648130219683
mercedes_benz,benzin,automatik,2007,84750,12516.619572795773
ford,diesel,manuell,1991,203255,3742.3083357408186
ford,benzin,automatik,1997,52373,8450.47481309751
opel,benzin,manuell,1994,133245,5778.633567001547
mercedes_benz,diesel,manuell,2009,233597,10712.673372339857
audi,diesel,manuell,1990,49179,7767.936281063777
ford,diesel,manuell,1995,151494,3471.943855885206
bmw,benzin,manuell,2006,68383,11625.557691240203
opel,benzin,manuell,2008,163263,6042.377406403302
bmw,benzin,manuell,2003,76009,8108.0148202918745
audi,benzin,automatik,2013,289797,8176.2909448341325
opel,benzin,manuell,2014,27626,14710.507361705957
ford,benzin,automatik,1993,289256,1409.0381977300863
audi,benzin,manuell,2015,238603,11057.756044535048
opel,diesel,automatik,2006,257414,6381.475623202916
bmw,benzin,manuell,2007,256195,5790.273470822154
vw,benzin,manuell,1992,60344,7297.289687394561
opel,diesel,manuell,2006,279672,2748.2627902166164
ford,diesel,automatik,2009,180310,8961.610984812512
mercedes_benz,benzin,manuell,2005,288836,7641.3576787249085
mercedes_benz,benzin,manuell,1992,264053,4664.674465144783
mercedes_benz,benzin,automatik,2004,175984,9290.615593206694
audi,benzin,manuell,2015,115466,10433.73777541754
bmw,diesel,automatik,2009,39599,13906.380061496842
bmw,benzin,manuell,1993,34826,7580.343018570506
opel,benzin,manuell,2015,119964,9741.07975726738
audi,benzin,manuell,2015,244234,12070.407885311404
mercedes_benz,benzin,manuell,1994,154076,5298.075832791286
opel,benzin,manuell,2011,147120,9609.06891165724
vw,benzin,manuell,2000,77113,8195.185555826873
bmw,diesel,manuell,2006,171495,12310.782616207505
audi,diesel,automatik,2002,193232,9235.662192394604
opel,benzin,automatik,2011,294732,8092.056450796337
audi,benzin,manuell,2016,220177,11138.129792858852
audi,diesel,manuell,2011,184127,12269.048789877199
vw,benzin,manuell,2015,273472,6276.1483691291405
vw,benzin,automatik,2015,130368,8135.222885563337
opel,diesel,automatik,1992,280809,3050.14028034878
vw,benzin,manuell,1996,114145,6663.8746890588445
audi,benzin,manuell,2009,42694,13559.373499727822
audi,benzin,automatik,2005,128197,9848.66122786798
bmw,benzin,automatik,1991,42986,10874.863378315558
audi,benzin,manuell,1992,39927,7111.643276394467
vw,diesel,automatik,2004,264956,7732.198529508553
audi,benzin,manuell,2006,239451,8902.934337506118
mercedes_benz,benzin,manuell,1994,70257,11372.970239623666
vw,diesel,automatik,1994,252126,3881.935570315249
opel,benzin,manuell,1993,25326,5213.69064065627
bmw,benzin,manuell,2005,88897,8974.841923377015
ford,benzin,automatik,1990,213300,4762.550509993709
mercedes_benz,diesel,automatik,2005,94620,13939.716360572811
opel,benzin,manuell,2002,220498,5669.631658841453
ford,diesel,manuell,2002,262928,10016.496361985879
bmw,diesel,automatik,2008,24488,15597.80711177945
opel,diesel,manuell,2004,12071,8805.097892349952
vw,diesel,automatik,2009,282300,7960.144637510536
ford,diesel,manuell,2010,158534,8367.14638672702
audi,diesel,manuell,2014,154409,12518.017408125841
mercedes_benz,diesel,manuell,2011,141784,12860.435595868088
vw,diesel,automatik,2003,132915,8561.163413399427
vw,diesel,automatik,2003,208587,5838.336241966905
ford,diesel,manuell,1996,176024,7668.272450508444
audi,benzin,manuell,2006,53200,12184.272066657591
mercedes_benz,diesel,automatik,1993,189858,7464.631947949642
opel,benzin,manuell,2015,202157,10393.316744273616
vw,diesel,manuell,2012,38512,14036.360912274087
audi,benzin,automatik,1993,116136,7690.816099113072
bmw,diesel,automatik,2011,238199,12763.517109150242
ford,diesel,automatik,1993,187520,5050.502115637985
audi,diesel,manuell,2009,45229,14800.752185487387
vw,benzin,manuell,1992,16828,7893.1084513166625
audi,diesel,automatik,2003,176457,10314.938102549206
mercedes_benz,diesel,manuell,2007,141209,11945.228259755826
vw,diesel,manuell,2009,288510,9725.396702180864
opel,diesel,automatik,2001,159064,6901.86769033985
opel,benzin,manuell,2014,279789,7991.190400641019
bmw,benzin,automatik,2010,68226,14456.342616108599
opel,benzin,manuell,1995,136964,3646.3832216045466
ford,diesel,automatik,2008,46188,10964.50642203276
audi,benzin,manuell,2009,174397,9681.281968695224
ford,diesel,manuell,1999,60599,7749.694720236589
ford,diesel,automatik,2009,150217,8208.4641575417
mercedes_benz,benzin,manuell,2014,106521,13092.337376221087
bmw,benzin,automatik,2012,59790,15003.534476951843
ford,benzin,manuell,2010,33558,13227.755376222898
ford,diesel,automatik,2007,156055,10510.48700276045
bmw,benzin,automatik,1997,284459,1711.5182524446423
opel,benzin,manuell,2011,63630,11789.355572135992
bmw,diesel,manuell,1999,124473,8873.312321156423
opel,benzin,manuell,2004,71258,9254.460112031644
bmw,diesel,automatik,1998,243646,7705.877111184058
vw,benzin,automatik,1998,127396,6763.048560869758
ford,benzin,automatik,1994,292453,1897.5864080567885
audi,benzin,manuell,2015,77324,13919.883537595331
audi,benzin,manuell,1993,28816,10340.287458135366
opel,benzin,automatik,1992,176843,3533.6497193723694
vw,diesel,automatik,2015,197242,13383.4641997718
bmw,benzin,manuell,2004,297268,8164.498798768486
mercedes_benz,benzin,manuell,2001,262065,8059.268321375479
mercedes_benz,benzin,manuell,2009,265830,6703.471769805485
audi,benzin,manuell,2000,192099,8832.96898424241
ford,diesel,manuell,1993,111145,4990.248058796618
opel,benzin,manuell,2009,131562,9942.350921612158
vw,diesel,manuell,1994,44454,6352.12075013938
vw,benzin,automatik,2004,132167,6979.048935045116
audi,benzin,automatik,2015,112509,16914.403105246798
bmw,benzin,automatik,2015,15590,14952.725399742829
ford,benzin,manuell,1999,65317,9112.81995857762
audi,diesel,manuell,2011,162707,12223.490482154783
mercedes_benz,benzin,manuell,2006,113956,10890.699912459744
audi,benzin,manuell,2002,298095,5570.85667350469
audi,diesel,manuell,1993,146165,5025.058255203034
audi,diesel,automatik,2000,287818,6923.008430586155
bmw,diesel,automatik,2007,199909,9677.70952915606
opel,diesel,automatik,2016,16917,14368.494308529022
bmw,diesel,manuell,1990,65016,9587.629345954365
vw,diesel,manuell,2009,213210,9317.086014836485
bmw,diesel,manuell,2012,165809,10560.564251679218
audi,benzin,manuell,2015,94020,14896.832190370806
ford,diesel,automatik,2001,159014,7809.070357136286
opel,benzin,manuell,1993,271381,500.0
audi,diesel,automatik,1997,119668,10526.654455863396
audi,diesel,manuell,2012,18308,14983.029744534497
vw,benzin,automatik,2013,96732,10416.86799014143
mercedes_benz,diesel,automatik,2007,281082,12950.074567174408
ford,diesel,manuell,1993,229724,3279.5888356635187
opel,benzin,automatik,1993,252055,2236.8221932766737
vw,benzin,manuell,2002,273923,4013.882242404115
ford,diesel,automatik,2005,39663,13176.688609186383
mercedes_benz,diesel,automatik,1990,88388,8144.922237786939
audi,benzin,automatik,2008,22648,11329.570211782593
bmw,benzin,automatik,2004,6397,12254.043507156031
mercedes_benz,diesel,manuell,1990,251238,6965.401900682188
bmw,benzin,automatik,1992,281399,5420.218242185676
vw,benzin,manuell,2002,50948,8698.51652101021
vw,benzin,manuell,2009,218039,9899.102712460712
bmw,benzin,manuell,2012,162794,12966.033343232823
ford,benzin,automatik,2001,25421,9091.69595454809
bmw,diesel,manuell,1997,275144,5848.25521734838
mercedes_benz,diesel,manuell,2016,262015,13053.676597918153
audi,diesel,automatik,2002,172397,8604.229575504278
ford,benzin,manuell,1998,213827,4130.2175982640265
mercedes_benz,benzin,manuell,2001,122183,10319.110046919935
mercedes_benz,benzin,manuell,1990,238887,1691.8106420871904
mercedes_benz,benzin,manuell,1998,136279,8390.439516148153
bmw,benzin,automatik,2003,296806,6709.295721951467
opel,benzin,manuell,2014,23619,14069.722029940485
opel,benzin,manuell,2009,55784,7617.574509283449
opel,benzin,automatik,2011,290781,6412.120970444434
ford,diesel,automatik,2004,90190,9373.568028953121
vw,diesel,automatik,1992,96642,8307.2664458824
ford,diesel,manuell,2000,238426,5166.160145952662
opel,diesel,automatik,2016,60862,16776.901968478553
bmw,benzin,manuell,1991,156493,6663.46007285958
bmw,benzin,manuell,2013,89383,12997.005508715722
mercedes_benz,benzin,manuell,2008,63391,13491.668044838438
mercedes_benz,benzin,automatik,1997,289490,5479.096785945812
opel,benzin,manuell,2011,63969,12109.714135735629
bmw,benzin,automatik,2012,32814,13145.423430063482
vw,benzin,manuell,1991,203811,1488.2360351429995
bmw,benzin,manuell,1992,260854,4566.454877832382
mercedes_benz,diesel,manuell,2007,42611,16086.414673085432
vw,diesel,manuell,2016,213813,7720.787105791202
mercedes_benz,diesel,manuell,1990,164533,8771.046823985624
opel,diesel,automatik,2007,249855,7392.697307357991
vw,benzin,automatik,1993,42451,4425.167557094255
vw,benzin,manuell,2007,292889,1239.6282371659918
ford,diesel,manuell,2006,187637,5753.18090128758
ford,benzin,manuell,1992,253435,1501.7427162318975
bmw,benzin,manuell,2008,111778,11565.592943286674
mercedes_benz,benzin,manuell,2014,283297,11483.860652063964
vw,diesel,manuell,2013,189777,9780.229233658554
ford,diesel,automatik,1990,42445,5189.039180330744
ford,benzin,manuell,1996,277255,1635.27041850866
audi,diesel,manuell,1996,239757,6055.2754303673655
ford,benzin,manuell,2002,93559,8074.979192432916
bmw,benzin,manuell,1993,165974,4896.772951091391
vw,benzin,manuell,2013,119477,12362.630050503038
mercedes_benz,benzin,manuell,2010,165331,10761.28484241395
audi,diesel,automatik,2011,289785,8899.723956512644
audi,benzin,manuell,1995,270181,3282.7927357975655
vw,diesel,manuell,1990,68584,7740.58026355391
vw,benzin,manuell,2014,291682,7667.165320589011
opel,diesel,manuell,1997,134193,5174.369745395342
audi,diesel,manuell,2007,212927,11230.621625672815
audi,diesel,manuell,2014,230445,14805.22280992312
bmw,diesel,manuell,1990,147466,6865.203951463422
opel,diesel,manuell,1990,139713,5856.50369129815
opel,benzin,automatik,1990,139639,5261.336925862184
vw,diesel,automatik,1994,259452,3302.5003725125007
audi,diesel,manuell,1991,118970,6960.551270714349
audi,benzin,manuell,2012,87577,10924.643055444018
vw,benzin,automatik,2006,111671,9459.166600457547
vw,benzin,automatik,2016,62490,12810.914446311415
opel,benzin,automatik,2011,120494,9785.791064236546
audi,benzin,manuell,2016,38653,13902.097452929496
audi,benzin,manuell,1996,31477,8739.814787706648
audi,diesel,manuell,1997,218535,7527.649029397372
opel,benzin,automatik,2012,27843,12363.902134340005
vw,diesel,manuell,1996,172620,3051.040203366922
mercedes_benz,benzin,manuell,1991,235061,3479.5991526522703
bmw,diesel,manuell,2008,218722,8246.460971162622
opel,benzin,manuell,2011,136591,9734.270338972652
audi,benzin,manuell,2016,62121,15312.556046081281
opel,benzin,manuell,2015,279551,8093.802332781248
vw,diesel,manuell,1993,251372,2191.453410050918
opel,benzin,automatik,2010,185605,9158.180893696825
vw,diesel,manuell,2012,30594,12782.948616346688
mercedes_benz,benzin,manuell,2008,15376,12385.141825374621
ford,benzin,automatik,2012,97989,12453.114879563394
bmw,benzin,automatik,2012,51469,15997.661630585657
vw,diesel,manuell,2002,258805,7347.243221625258
opel,benzin,manuell,1991,65716,3873.157099951316
bmw,benzin,manuell,2002,88382,12101.403469039618
vw,benzin,manuell,1995,292842,1402.7866230078985
audi,benzin,manuell,1993,246386,4952.53198230777
mercedes_benz,benzin,manuell,1993,69517,7743.291007349987
bmw,diesel,manuell,2008,118145,12201.126754381345
mercedes_benz,benzin,manuell,2003,157147,6125.293213916217
ford,benzin,manuell,2004,200959,5727.950178374626
ford,diesel,manuell,2010,281172,7513.194950177541
opel,benzin,automatik,2004,261982,4845.285573954241
opel,benzin,manuell,2007,293271,7668.862102127709
ford,diesel,manuell,1992,16990,5516.500872012085
vw,diesel,manuell,2012,74726,11760.10814434411
ford,diesel,automatik,2002,171085,6520.991085021219
audi,benzin,automatik,1994,19489,8664.554531506794
audi,diesel,manuell,2011,109825,14650.619594411057
bmw,benzin,manuell,2009,50312,15410.807691490445
opel,diesel,manuell,1991,280211,500.0
mercedes_benz,diesel,manuell,1995,23681,9941.868685915197
ford,diesel,automatik,1990,48779,4988.727027109127
ford,benzin,manuell,1997,62561,8808.208079778955
vw,benzin,automatik,1992,48835,8504.806610374453
mercedes_benz,diesel,manuell,2009,172728,12086.467300016819
audi,benzin,manuell,2004,112482,7856.211205539681
audi,benzin,automatik,2016,274172,9056.566151815621
ford,diesel,manuell,2010,81941,11617.12417557689
ford,diesel,automatik,2006,163479,10054.426877669748
vw,benzin,manuell,2003,199726,3306.262792468277
mercedes_benz,benzin,automatik,1991,189666,5724.715134193176
opel,benzin,manuell,1991,239932,3728.8038343360763
mercedes_benz,benzin,manuell,2006,64550,12182.736190054571
ford,benzin,automatik,1990,154699,5840.477136185935
mercedes_benz,diesel,manuell,1991,241172,6450.129193433526
mercedes_benz,diesel,manuell,1995,259589,4681.800598746964
opel,benzin,automatik,2013,187247,9216.053059972215
bmw,benzin,manuell,2002,197307,7960.818642182946
mercedes_benz,diesel,automatik,2009,259920,9772.83264785974
bmw,diesel,manuell,2001,189337,7558.457965783588
opel,diesel,manuell,1994,284908,4561.992888177841
opel,benzin,manuell,2000,42640,6481.159070460572
mercedes_benz,diesel,manuell,1992,107630,10065.05411461302
vw,benzin,automatik,2010,38093,11783.413282452475
mercedes_benz,benzin,manuell,1994,31720,9527.141005175241
audi,diesel,manuell,2000,144222,9958.32662735786
mercedes_benz,benzin,manuell,2016,71649,14469.181990642983
opel,benzin,manuell,2005,125111,8649.6364702418
audi,benzin,manuell,2002,134163,5847.095450677427
audi,benzin,automatik,2004,188172,9796.121082621954
bmw,benzin,automatik,2011,283979,6117.6248131425455
vw,diesel,automatik,1996,255569,4548.349909952313
mercedes_benz,benzin,manuell,2007,116601,13049.344477977736
vw,benzin,manuell,2013,101047,12312.502959087564
vw,diesel,manuell,2005,232378,5404.824281557088
mercedes_benz,benzin,automatik,2002,41477,10715.963405859724
opel,diesel,manuell,1993,164440,3378.1919395160476
bmw,benzin,manuell,1996,129789,7983.543793537202
audi,benzin,manuell,2015,58928,11273.540214934445
ford,benzin,automatik,2004,186852,7143.124636227163
mercedes_benz,diesel,automatik,1998,99616,11574.824060700097
bmw,benzin,automatik,2001,59751,10880.424228693524
bmw,diesel,manuell,2005,197691,10834.161452079577
audi,benzin,automatik,2004,56388,12107.826237489306
opel,benzin,manuell,2008,203491,6317.698610901657
vw,benzin,manuell,1996,52817,4339.375959610765
opel,benzin,manuell,2007,133254,8435.039622356235
ford,benzin,manuell,2001,243357,3003.246952155033
mercedes_benz,benzin,manuell,2015,72450,14183.486062707681
vw,benzin,manuell,1994,231450,3789.686326944629
mercedes_benz,diesel,manuell,1994,217962,8966.760075151527
bmw,benzin,manuell,2002,271283,6617.249814836987
ford,benzin,automatik,2003,54817,10334.757254668806
opel,benzin,manuell,2008,215959,4714.100988270664
ford,benzin,manuell,2000,281317,3741.9453714925517
vw,benzin,manuell,2014,230090,9008.341093484258
vw,diesel,automatik,2002,60431,12435.221370939274
audi,benzin,manuell,1993,247537,3138.572285956865
opel,diesel,manuell,1993,36657,6604.403574256445
ford,benzin,manuell,2016,178709,11814.041700699192
mercedes_benz,benzin,manuell,1993,151806,6725.829311408025
bmw,diesel,manuell,2015,161668,12103.377928069096
ford,benzin,manuell,1997,158267,8762.109909935185
bmw,benzin,manuell,1992,14285,7196.4108549949
audi,diesel,manuell,1998,154916,8204.629877675714
opel,diesel,manuell,2006,281339,6493.25223403842
audi,diesel,manuell,2001,133816,10025.106263546671
ford,benzin,manuell,2011,86689,10281.604443990404
bmw,benzin,manuell,2006,298470,7053.459444210537
audi,diesel,manuell,2000,34202,10963.562200568065
ford,diesel,manuell,2007,148452,7457.059212112941
vw,benzin,manuell,2016,156216,14401.008821634094
vw,benzin,manuell,2001,145994,6550.133623429934
ford,benzin,manuell,1994,276909,2557.216489234643
mercedes_benz,benzin,manuell,2001,129420,9209.620713477592
vw,diesel,manuell,2012,292123,7725.394491466775
bmw,benzin,manuell,1995,24713,8822.574505995524
vw,benzin,manuell,2015,221511,7245.0113180161225
audi,benzin,manuell,2005,179922,8660.628289818846
bmw,benzin,automatik,2006,75961,11870.268518520856
ford,benzin,manuell,1998,72250,8712.286763777165
audi,benzin,manuell,2014,217305,9058.849823623226
opel,benzin,automatik,1990,193094,1772.3992336677175
vw,diesel,manuell,1998,185295,4846.439299868877
ford,benzin,manuell,2001,19995,11063.895591017714
vw,benzin,manuell,2002,181375,5168.387332717994
opel,benzin,automatik,2002,294509,5053.269767089205
opel,benzin,automatik,1993,10110,8653.04221010897
opel,benzin,manuell,1996,143356,4513.695632876887
mercedes_benz,benzin,automatik,1992,150841,5217.963498589297
audi,benzin,manuell,2005,269542,5062.929211854465
vw,benzin,manuell,1999,88439,8720.86609719412
mercedes_benz,diesel,manuell,2005,145290,9703.308971800214
vw,benzin,manuell,2005,216571,7256.619916589869
vw,benzin,manuell,2008,22797,11615.583664730893
bmw,benzin,automatik,2004,241321,9139.27872646654
ford,benzin,manuell,2007,247552,6856.337211768831
bmw,benzin,manuell,2005,217295,7253.593823373148
audi,benzin,manuell,2007,196214,7712.427731477889
vw,benzin,manuell,2006,225545,7861.490701150604
vw,benzin,manuell,1998,235618,3243.6230841534057
vw,diesel,automatik,1996,271501,500.0
vw,diesel,manuell,2011,131310,12146.932946825797
mercedes_benz,diesel,manuell,1999,139536,8354.888067896847
mercedes_benz,benzin,manuell,2004,193191,10036.88381685788
vw,benzin,automatik,1995,61961,9550.012773975453
mercedes_benz,benzin,automatik,2001,257587,7873.403685892921
mercedes_benz,benzin,manuell,2004,232301,10047.628747495295
bmw,benzin,manuell,2006,191164,9707.416520804305
opel,benzin,manuell,2004,93987,10501.40399221172
opel,benzin,automatik,1999,107563,5455.579336864341
opel,benzin,automatik,2015,133317,11321.337529375265
ford,benzin,automatik,2003,200446,7600.822407562201
bmw,diesel,manuell,2011,234520,10823.982364484931
audi,benzin,manuell,2009,203196,11364.408494979005
mercedes_benz,diesel,manuell,2005,279330,8265.34069073383
opel,benzin,manuell,2013,288373,10036.596727443331
opel,benzin,manuell,1993,212947,5624.356256408368
vw,benzin,manuell,2014,114419,11834.727994340948
ford,benzin,manuell,2012,181725,9794.401770531926
opel,benzin,automatik,2003,130399,9579.527153436957
opel,benzin,automatik,2009,190583,6607.54390154895
bmw,diesel,automatik,2004,244576,7540.479978133313
vw,benzin,automatik,1997,113953,8905.568370786452
audi,benzin,automatik,2011,154199,12327.0027093095
mercedes_benz,diesel,manuell,1996,18462,11091.002131030316
vw,benzin,manuell,1998,222289,4470.904954321742
mercedes_benz,benzin,manuell,2004,149506,6630.817791453897
vw,benzin,manuell,2012,140614,10001.876528314497
audi,benzin,manuell,2000,162067,6629.089891210165
mercedes_benz,benzin,automatik,2003,68571,13605.687450422623
opel,benzin,automatik,1991,181400,4664.546167576009
mercedes_benz,diesel,automatik,1993,224835,7968.320351194866
vw,benzin,automatik,1991,108154,5930.107973198712
ford,benzin,automatik,1991,43690,3880.179876919598
opel,benzin,manuell,2013,119116,11203.644619995312
ford,diesel,automatik,2012,63582,13972.456918285076
vw,diesel,automatik,2012,115312,14361.548980653095
audi,diesel,automatik,1991,189913,9379.054718645295
bmw,diesel,manuell,1992,38451,6792.138989642586
audi,diesel,manuell,1997,225444,6008.4047615726795
opel,benzin,automatik,2005,71261,8461.380044263533
bmw,diesel,manuell,1999,268932,7080.120782577611
bmw,benzin,manuell,2003,221070,7998.702787327058
vw,benzin,manuell,1994,85413,5640.616890379782
ford,diesel,manuell,2009,171152,10818.36654210176
audi,benzin,manuell,1998,37663,7994.618683228824
audi,benzin,automatik,1991,34423,6749.857798911092
bmw,benzin,automatik,2010,287033,7923.002093352937
vw,benzin,automatik,2014,241717,9025.16861886102
mercedes_benz,diesel,manuell,1990,50554,7146.034676132231
vw,benzin,manuell,2001,88393,7959.282766801093
bmw,diesel,manuell,2012,63311,14585.5447080537
ford,benzin,manuell,2009,121572,8088.7873290013795
audi,diesel,manuell,2013,90942,15391.809381084293
ford,benzin,automatik,2001,101778,7875.189207569894
mercedes_benz,diesel,automatik,2000,161170,12070.571046047706
opel,benzin,manuell,2009,60770,9992.025223193352
ford,benzin,manuell,1994,265433,1855.0476676529681
opel,benzin,manuell,1996,219657,2362.6863929774336
mercedes_benz,benzin,manuell,2006,229361,9202.210189196774
bmw,benzin,manuell,2008,54995,13868.44695919807
vw,diesel,manuell,1993,213906,3504.878651594553
ford,diesel,manuell,2003,251692,6643.777943801996
audi,diesel,manuell,1999,56678,9347.319558431389
vw,benzin,automatik,2003,226627,7706.035848283314
vw,benzin,manuell,2015,110516,10919.821259032109
audi,diesel,manuell,1992,237335,6130.819809843576
vw,diesel,manuell,2016,146129,12468.884813650498
vw,benzin,manuell,2002,241651,7548.410600086594
opel,diesel,manuell,2010,48490,10099.098410618688
bmw,benzin,automatik,2001,119778,7890.174840032198
mercedes_benz,diesel,automatik,1998,85661,10462.454131036648
mercedes_benz,diesel,manuell,2010,78267,12357.74357794853
mercedes_benz,diesel,manuell,2008,95958,11406.737658357584
mercedes_benz,benzin,manuell,1993,117817,8475.986140689814
mercedes_benz,benzin,manuell,2009,42546,13842.811809881012
mercedes_benz,benzin,manuell,2010,213589,10008.698534943613
opel,diesel,automatik,2000,167320,6573.156104041852
mercedes_benz,benzin,manuell,2014,249634,10311.463503510491
audi,diesel,manuell,2007,212983,12315.893751728567
audi,diesel,manuell,1999,48967,9617.401438535446
vw,benzin,manuell,1990,25629,4004.219152875051
vw,benzin,automatik,2008,129728,11199.515926229491
mercedes_benz,diesel,manuell,1995,146931,8237.746564978268
bmw,benzin,manuell,2010,75873,16040.700533226829
